"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"GQ02"	"GQ02_01"	"GQ02_02"	"GQ02_03"	"GQ02_04"	"GQ02_05"	"GQ02_06"	"GQ02_09"	"GQ02_10"	"GQ02_07"	"GQ02_07a"	"BI01"	"BI02"	"BI04_01"	"BI05"	"BI05_01"	"BI05_02"	"BI05_03"	"BI05_04"	"BI05_05"	"BI05_06"	"BI05_07"	"BI05_08"	"BI05_09"	"BI05_10"	"BI05_11"	"BI05_12"	"BI05_13"	"BI05_14"	"BI05_15"	"BI05_16"	"BI05_17"	"BI05_18"	"BI05_19"	"BI05_20"	"BI05_21"	"BI05_22"	"BI05_23"	"BI05_24"	"BI05_27"	"BI05_25"	"BI05_25a"	"BI05_26"	"BI06_01"	"BI07"	"BI08"	"BI08_01"	"BI08_02"	"BI08_03"	"BI08_04"	"BI08_05"	"BI08_06"	"BI08_07"	"BI08_08"	"BI08_09"	"BI08_10"	"BI08_11"	"BI08_11a"	"BI08_12"	"BI09"	"BI09_01"	"BI09_01a"	"BI09_02"	"BI09_03"	"BI09_04"	"BI09_05"	"BI09_06"	"BI09_07"	"BI09_08"	"BI09_08a"	"BI10"	"BI11"	"PR01"	"PR01_01"	"PR01_02"	"PR01_03"	"PR01_04"	"PR01_05"	"PR01_05a"	"PR01_06"	"PR03"	"PR07_02"	"PR07_03"	"PR07_04"	"PR07_05"	"PR07_06"	"PR07_07"	"PR07_08"	"PR07_09"	"PR07_10"	"PR07_01"	"DS04"	"DS09"	"DS10"	"DS11"	"DS11_01"	"DS11_02"	"DS11_03"	"DS11_04"	"DS11_05"	"DS11_06"	"DS11_06a"	"DS13_01"	"DS13_02"	"DS13_03"	"DS13_04"	"DS13_05"	"DS13_06"	"DS13_07"	"DS13_08"	"DS13_09"	"DS13_10"	"DS13_11"	"DS13_12"	"DS02_01"	"DS02_02"	"DS02_03"	"DS02_04"	"DS02_05"	"DS02_06"	"NA01"	"NA01_04"	"NA02"	"NA02_06"	"NA03"	"NA04"	"NA05"	"NA05_01"	"NA05_02"	"NA05_03"	"NA05_04"	"NA05_05"	"NA05_06"	"NA05_06a"	"NA06"	"NA07"	"SP01"	"SP01_01"	"SP01_02"	"SP01_03"	"SP01_04"	"SP01_05"	"SP01_06"	"SP01_06a"	"SP01_07"	"PD01_01"	"PD02"	"PD10"	"PD04"	"PD04_07"	"PD05_01"	"PD06"	"PD06_07"	"PD06_08"	"PD07"	"PD07_06"	"PD08"	"PD09"	"PD09_01"	"PD09_02"	"PD09_03"	"PD12_01"	"FB01_01"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME019"	"TIME020"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
604	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 12:36:08	5	T	T	T	T	F	F	T	F	F		1	2																																															2	F		F	F	T	F	F	T	F		4		1	F	F	F	F	F		T	1	6	6	4	5	6	4	4	5	2	4	2	4	4	2	F	F	T	T	F	F		5	6	6	5	4	3	5	4	5	4	4	5	5	5	6	5	3	1	2		6	"mrLoadRet"	1	1	2	T	T	F	F	F	F		3	2	2	F	F	T	F	F	T	"MGL"	F	53	1	2	1		25	9			10		2	2	T	F	T	"UK"	"Pre-registration is a misguided approach to avoid poor statistical methods and it's indicative that it is not used in the hard physical sciences where researchers are statistically literate. Moreover it provides a way of claiming precedence for an idea, even if the results don't bear out the findings. The right approach instead is to train researchers - especially those without strong numerate skills - how to do analyses properly, and more importantly, remove the incentives for publishing work that is not supported by data (e.g. move away from the publish or perish mentality, not tie promotion to publications in high impact papers, etc)."	7	12	3	6		27	10		11	74	9	64	16	41	26	11	4	15	42	383	394		2020-12-02 12:48:50	T	F	20	20	0	0	1.4	25
609	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 13:32:29	2	T	T	F	F	F	F	F	F	F		2	2																																															1	F		T	F	F	F	F	F	F		4		1	F	F	F	F	F		T	3	6	6	5	7	2	5	5	5	4	5	2	3	3	1	F	F	F	F	F	T	"not sure whether im allowed r not"	6	6	5	4	5	3	5	4	6	5	5	7	7	2	5	5	1	3	1		1		1	1	1		F	F	F	F	T	"eeglab"	2	2	1	F	F	T	F	F	F		F	44	1	2	7	"engineer, psychologist, computer scientist, theoretical physicist, cognitive scientistt"	20	9			9		3	2	T	T	F			29	10	5	25		7	14		11	50	21	54	26	47	16	15	11	6	86	11	444		2020-12-02 13:39:53	T	F	20	20	3	1	1.23	16
610	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 14:06:51	3	T	T	F	F	F	F	T	F	F		1	2																																															1	F		F	F	F	F	F	F	T	"we have a standardised data structure in our lab"	4		2	F	F	T	F	T	"upload of all project and analysis plans to own git server"	F	2	2	5	2	2	2	2	2	5	2	3	1	2	4	2	T	T	F	F	F	F		2	3	5	5	2	2	2	2	2	2	2	5	1	4	4	6	5	2	2		1		1	1	2		T	F	F	T	F		1	2	3	T	F	T	F	T	F		F	52	1	1	4		20	9			5		6	3	T	T	T			4	13	10	208		63	338		97	102	10	114	34	125	45	25	8	12	76	29	750		2020-12-02 14:28:44	T	F	20	20	3	1	0.74	13
611	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 14:06:51	4	T	T	F	T	F	F	T	F	F		1	1	150	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	"Do not know"	F	4	5	3	T	F	F	F	F	F	T	T	F	F	F		F												4		3	T	T	T	F	F		F	4	2	1	1	5	1	1	1	1	5	6	1	5	1									3	6	1	1	1	1	1	3	2	1	1	1	7	5	1	1	1	1	2		1		3	1	1		T	F	F	F	F		3	2	2	T	T	F	F	F	F		F	38	1	1	3		15	7	"Neuroscience"		10		2	2	T	T	F	"Sweden"		3965	8	2	3	84		10		9	35	4	21		25	14	7	4	6	47	10	311		2020-12-02 15:17:45	T	F	20	20	2	0	1.92	55
616	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 14:25:40	4	T	T	F	T	F	F	T	F	F		2	2																																															3	F		T	T	T	F	F	F	F		3		1	F	F	T	F	F		F	3	2	5	2	2	2	2	2	2	1	6	1	3	1									2	2	2	2	5	2	6	2	5	2	2	6	2	2	6	6	2	2	1		1		3	1	1		T	F	F	F	F		3	2	1	F	T	F	F	F	F		F	38	1	2	2		10	9			5		2	1	T	F	F			22	14	27	12		28	21		22	99	10	107		142	52	20	16	25	148	28	793		2020-12-02 14:38:53	T	F	20	20	4	1	0.68	0
618	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 14:34:04	4	T	T	F	F	F	F	T	F	T	"QSM"	2	2																																															1	F		T	F	F	F	F	F	F		4		1	F	F	F	F	F		T	3	5	5	3	5	4	4	4	4	4	5	1	4	4	1	F	F	T	F	F	F		5	5	4	4	2	3	4	3	4	4	5	4	4	4	6	6	3	1	1		1		2	1	1		T	F	F	F	F		3	1	2	T	F	F	F	F	T	"NNL"	F	48	2	1	3		20	7	"neuroradiology"		5		1	3	T	T	T			17	20	46	9		12	82		49	121	8	128	30	89	29	10	10	17	91	2	729		2020-12-02 14:46:54	T	F	20	20	3	1	0.97	25
619	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 14:44:38	6	T	T	T	T	F	F	T	T	F		1	2																																															1	F		F	F	F	T	F	F	F		4		3	F	T	T	T	F		F	5	6	6	5	5	2	5	6	7	1	5	2	3	5	2	T	F	T	F	F	F		6	2	5	6	4	2	2	1	4	4	4	4	5	6	6	5	5	3	1		1		1	1	2		T	T	F	F	F		2	2	2	T	T	F	F	F	F		F	51	1	1	4		26	9			5		2	2	T	T	F			7087	579	5	9		21	14		26	73	6	62	17	130	33	12	7	27	51	10	538		2020-12-02 17:00:47	T	F	20	20	3	1	0.97	9
621	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 14:58:28	2	T	T	F	F	F	F	F	F	F		1	1	500	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		F	3	5	2	T	F	F	F	F	F	T	F	F	F	F		F												5		2	F	T	T	F	F		F	2	5	7	4	5	1	5	5	7	1	1	1	2	3	3	T	T	T	F	F	F		6	6	7	6	5	1	4	1	6	6	5	7	4	6	3	6	1	6	1		1		2	1	1		T	F	F	F	F		4	2	2	T	F	T	F	F	F		F	51	1	2	6		25	9			5		2	2	T	T	F	"USA"	"Major issues with data sharing of MRI data include ensuring that the data cannot identify the participants (face identification and other hidden identifiers in image headers), large size of files, complexity of data, continual improvement of analysis software and analysis methods (which makes pre-registration difficult since pre-registered analyses are often outdated once the study is complete), and lack of financial support to store/manage the data and answer inquiries about it once the grant terminates."	24	9	5	17	75		11		26	67	18	71	27	58	24	10	5	16	67	265	546		2020-12-02 15:11:43	T	F	20	20	0	0	1	7
626	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 15:08:37	3	T	T	F	T	F	F	F	F	F		1	1	20	2	T	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	4	5	1	F	F	F	F	F	F	F	F	F	F	F		T												5		1	F	F	F	F	F		T	4	5	4	6	5	2	6	2	2	4	5	2	5	1									5	6	2	2	6	2	6	4	3	3	3	4	4	5	5	5	2	2	3		3		3	1	1	T	F		F	F	F		3	2	1	F	T	F	F	F	F		F	39	2	2	6		12	9			9		2	2	T	F	T	"USA"		32163	11	7	35	70		22		10	93	10	461		88	40	6	9	8	137	17	652		2020-12-03 00:21:45	T	F	20	20	2	0	0.91	9
629	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 15:20:12	3	T	T	F	T	F	F	F	F	F		1	1	150	2	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		F	3	5	1	F	F	F	F	F	F	F	F	F	F	F		T												4		1	F	F	F	F	F		T	4	5	4	5	3	2	5	4	4	4	4	1	4	2	1	F	F	F	F	F	T	"I am allowed"	5	6	6	4	4	4	5	2	5	4	4	6	4	5	5	3	2	2	2		3		2	1	3	T	T		T	F	F		3	2	2	F	T	F	F	T	F		F	35	2	1	1		11	9			9		3	1	T	F	F	"Poland"		11	10	4	6	112		25		37	93	8	94	45	62	27	18	10	12	62	17	653		2020-12-02 15:31:05	T	F	20	20	2	0	1.03	9
631	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 15:43:27	4	T	T	T	F	F	F	T	F	F		1	1	800	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F		F	1	5	1	F	F	F	F	F	F	F	F	F	F	F		T												3		2	T	F	T	F	F		F	5	4	5	5	4	3	3	1	5	1	5	1	5	3	1	F	F	T	F	F	F		4	3	3	3	5	3	3	1	3	3	3	5	2	5	4	5	4	2	2		2		3	1	1	T		F	F	F	F		3	2	1	F	F	F	F	F	F		T	64	1	2	3		35	1			5		3	1	T	F	F	"UK"		27	19	8	9	105		13		26	91	8	84	647	65	34	20	10	14	68	13	640		2020-12-02 16:04:28	T	F	20	20	2	0	0.86	3
632	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 15:52:00	1	F	F	F	T	F	F	F	F	F		1	2																																															4	F		F	T	T	F	T	T	F		4		1	F	F	F	F	F		T	2	6	6	7	6	3	6	3	2	2	4	2	1	5	2	F	T	F	T	F	F		6	7	4	4	7	2	6	1	5	2	3	7	2	3	5	6	1	2	1		1		1	2	0		F	F	F	F	F		-9	2	2	F	T	F	F	T	F		F	38	1	2	2		10	9			5		3	1	T	F	F	"Colombia"		20	8	6	7		19	15		10	72	22	71	38	95	47	5	10	17	71	10	543		2020-12-02 16:01:03	T	F	20	20	5	4	1.15	15
633	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 15:55:30	3	T	T	F	F	F	F	T	F	F		1	1	300	3	F	F	T	F	F	F	F	T	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	4	5	4	T	F	F	F	F	T	T	T	F	F	F		F												4		2	F	T	F	T	F		F	5	2	2	1	2	1	1	1	2	1	7	1	5	1									1	1	4	1	1	1	1	1	1	1	1	3	7	1	1	1	1	1	2		2		1	1	1	F		F	F	T	F		2	2	2	F	F	T	F	T	F		F	40	1	2	6		17	9			9		2	1	T	F	F	"Canada"		129	10	4	7	55		13		7	65	5	41		36	18	11	5	7	44	15	472		2020-12-02 16:03:22	T	F	20	20	2	0	1.47	26
635	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 16:35:51	3	T	F	F	T	F	F	F	F	T	"facial EMG"	1	2																																															2	F		F	F	T	F	F	F	T	"does it also apply to EEG and fEMG data?"	5		2	F	T	F	T	F		F	5	2	5	4	6	1	1	1	3	1	5	1	5	1	0	F	F	F	F	F	F		5	6	5	4	2	1	3	1	5	4	5	1	6	5	3	2	2	1	1		6	"BrainVision and EEGlab"	3	1	1	T	F	F	F	F	F		3	2	2	T	F	T	F	F	F		F	40	2	1	7	"Neuroscientist"	14	9			9		3	1	T	F	F	"the Netherlands"		79	23	4	29		43	12		13	154	12	67	22	64	53	74	14	14	65	13	697		2020-12-02 16:48:26	T	F	20	20	3	2	0.8	3
637	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 17:23:15	2	T	T	F	F	F	F	F	F	F		1	2																																															1	F		T	F	F	F	F	F	F		5		1	F	F	F	F	F		T	1	4	5	4	4	4	4	3	5	4	2	2	4	1									2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	2	2	3		6	"in house"	3	1	1	F	F	T	F	F	F		3	2	1	F	F	T	F	F	F		F	69	1	2	1		48	9			5		3	1	T	F	F			577	14	5	5		14	11		7	85	22	43		31	36	9	11	8	64	21	408		2020-12-02 17:39:19	T	F	20	20	3	1	1.26	20
638	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 17:32:16	2	T	T	F	F	F	F	F	F	F		1	2																																															1	F		F	F	T	F	F	F	F		3		1	F	T	F	F	F		F	4	2	1	1	5	1	2	1	1	1	1	1	4	2	2	T	F	T	F	F	F		6	6	5	5	2	1	2	1	5	4	4	4	6	3	6	4	2	1	1		4		1	1	2	T	T	F		F	F		2	2	1	F	T	F	F	F	F		F	39	1	2	7	"Cognitive Neuroscience"	20	8		"Cognitive Neuroscience"	9		2	1	T	F	F	"USA"		213	10	6	6		13	10		13	63	6	53	19	49	18	10	11	11	70	25	415		2020-12-02 17:42:22	T	F	20	20	2	0	1.22	16
639	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 17:58:58	4	T	T	F	F	T	F	T	F	F		2	2																																															3	F		T	T	T	F	F	F	F		3		1	T	F	F	F	F		F	3	3	4	1	3	1	3	1	2	1	4	1	3	1									1	7	7	4	1	1	1	1	1	4	1	2	3	5	4	7	4	2	3		1		1	1	2		T	F	T	F	F		2	1	3	T	T	T	F	F	F		F	53	1	1	3		25	9			5		1	3	T	T	T		"Don't think this survey captured my opinions very accurately. I am a strong supporter of Open Science, but have a number of concerns about data sharing and the potential for abuse (which I have been subject to several times including deceit in obtaining data). This does not mean I do not support Open Science. It often seems, as with questionnaires like this, that either you are fully for Open Science or you are somehow against it. Same concerns on preregistration - it has significant and unrecognised potential for abuse/poor quality studies. Doesn't mean it's not a good idea. "	8	10	4	6		18	6		9	34	3	24		37	11	8	3	6	26	145	229		2020-12-02 18:04:56	T	F	20	20	2	1	2.05	55
641	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 18:32:09	3	T	F	F	T	T	F	F	F	F		1	2																																															1	F		F	F	T	F	F	F	F		5		1	F	F	F	F	F		T	3	4	3	4	5	2	2	4	4	1	3	2	4	1									5	2	3	3	3	3	3	1	5	5	4	6	4	5	6	1	1	1	3		3		2	1	2	F	T		F	F	T	"freesurfer"	3	2	2	F	F	T	F	T	F		F	38	1	2	7	"neuroscientist"	20	9			9		3	1	T	F	F			37	9	5	7		19	10		10	59	18	40		50	18	14	6	8	53	13	376		2020-12-02 18:38:25	T	F	20	20	3	1	1.3	18
642	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 18:50:03	4	T	T	T	T	F	F	F	F	F		1	1	15	1	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	1	5	1	F	F	F	F	F	F	T	F	F	F	F		F												3		2	F	T	T	F	F		F	5	2	3	1	3	1	1	1	5	1	4	1	2	4	3	T	T	T	F	F	F		2	1	1	1	2	1	5	1	2	3	5	4	2	3	6	5	6	1	1		1		1	1	1		F	F	T	F	F		3	1	1	T	F	F	F	F	F		F	35	1	1	5		12	3			9		1	2	T	T	F	"Germany"		3	13	3	5	78		22		14	91	8	179	25	136	15	19	8	6	39	5	669		2020-12-02 19:01:12	T	F	20	20	2	0	1.42	39
646	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-02 21:25:18	3	T	T	F	F	F	F	T	F	F		1	1	1000	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		T	1	5	2	T	F	F	F	F	F	T	F	F	F	F		F												4		1	F	F	F	F	F		T	4	5	2	6	6	2	5	2	5	4	4	1	4	3	3	T	T	T	F	F	F		6	5	1	1	2	1	2	4	2	1	1	1	1	6	6	2	1	1	2		6	"FreeSurfer"	2	1	2	T	T	F	F	F	F		2	2	1	F	T	F	F	F	F		F	42	1	1	3		15	1			5		1	1	F	T	F		"Thanks a lot. It looks like to me that Continental Europe (where I am working) is lagging behind for this issue."	203	65343	2	122	25		9		1020	41	4	230	13	528	30	65	5	6	31	62	605		2020-12-03 16:14:22	T	F	20	20	2	1	1.14	26
647	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 00:25:22	1	T	F	F	F	F	F	F	F	F		1	1	100	2	F	F	F	F	T	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	3	1	3	T	F	F	F	F	F	T	T	F	F	F		F												3		1	F	T	F	F	F		F	3	5	5	2	5	3	2	2	6	1	3	1	5	3	1	F	T	F	F	F	F		3	2	2	2	2	2	2	2	3	2	2	2	6	4	4	4	4	2	3		6	"matlab code"	2	1	2	T	T	F	F	F	F		2	2	1	F	T	F	F	F	F		F	38	1	2	3		10	9			10		1	1	T	F	F	"Australia"		20	23	5	3	85		10		29	122	5	53	16	75	25	10	12	22	64	4	583		2020-12-03 00:35:06	T	F	20	20	2	0	1.26	27
648	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 03:03:56	5	T	T	T	T	F	F	T	F	F		1	2																																															3	T	"original data formats, DICOM or NIfTI"	F	T	T	F	F	F	F		3		1	F	F	F	F	F		T	1	6	5	7	6	4	5	5	6	4	6	1	2	4	2	F	T	T	F	F	F		7	6	5	5	7	5	6	4	6	6	6	7	3	4	6	6	5	4	2		3		2	1	1	F	T		F	F	F		4	2	1	F	T	F	F	F	F		F	40	1	2	2		15	9			8		1	2	T	T	F			161	35	8	77		202	70		74	195	52	202	103	108	68	50	20	29	178	8	1345		2020-12-03 03:31:17	T	F	20	20	3	1	0.42	3
669	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 10:56:12	1	F	F	F	F	F	F	F	F	T	"31P-MRS"	2	2																																															1	F		F	F	F	F	F	T	F		1	1	1	F	F	T	F	F		F	1	7	4	5	7	5	1	1	1	4	1	2	1	1									7	7	2	7	7	7	4	4	1	3	1	7	1	1	1	7	1	7	1		6	"jMRUI"	4	2										3	1	F	F	F	F	F	F		T	51	2	1	3		20	7	"Psychoneurobiology"		5		3	1	T	F	F	"Germany"		17	38	8	52		15	23	24	41	92	21	79		100	254		13	18	98	12	681		2020-12-03 11:11:18	T	F	20	20	2	0	0.67	2
699	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 11:42:15	5	T	T	T	T	F	F	T	F	F		1	2																																															1	F		F	F	F	F	F	F	T	"Why? All this renaming of files and folders takes precious time away from doing analyses."	1	1	1	F	F	F	F	F		T	1	6	5	6	4	6	6	1	1	1	1	1	5	1									2	6	6	6	1	1	1	1	1	1	1	1	7	1	2	2	2	2	2		2		1	1	4	T		T	F	T	T	"python packages, matlab packages, R, Julia, etc"	2	2	1	T	F	F	F	F	F		F	47	1	1	7	"computer science"	15	7	"biomedicine"		10		2	2	T	T	F	"Spain"		14	13	17	3		210	28	14	12	140	8	89		67	34	49	5	5	110	32	625		2020-12-03 11:56:25	T	F	20	20	2	0	1.02	19
706	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 11:43:02	3	T	T	F	F	F	F	T	F	F		2	2																																															1	F		T	F	F	F	F	F	F		5		2	T	F	T	F	F		F	4	3	5	3	5	2	5	2	4	1	6	1	4	1									6	5	4	7	6	2	6	2	7	1	1	7	2	5	7	6	5	2	2		1		2	1	1		F	F	T	F	F		2	1	3	T	T	F	F	F	T	"Matlab"	F	41	1	1	6		18	1			10		6	1	F	T	F	"the Netherlands"		11	31	5	122		18	12		15	72	6	41		65	21	5	8	13	44	11	392		2020-12-03 11:51:22	T	F	20	20	2	0	1.26	18
725	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 11:45:29	5	T	T	T	T	F	T	F	F	F		1	1	0	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		T	1	4	1	F	F	F	F	F	F	F	F	F	F	F		T												5		1	T	F	F	F	F		F	5	4	2	1	6	1	3	1	5	1	5	2	2	3	1	F	F	F	F	F	T	"We have not specifically stated we will be doing this in IRB applications/consent forms"	6	6	6	6	6	2	6	4	4	5	5	4	1	3	4	4	4	5	1		1		1	1	2		T	F	F	F	T	"FreeSurfer"	3	2	1	F	F	T	F	F	F		F	35	2	1	4		12	7	"clinical neuroscience"		9		1	1	T	F	F	"UK"	"I would like to see increased recognition and *more consistent* recognition for pre-registering trials/studies. This typically does not get done until data collection is well underway, and having reviewers pick apart the experimental design at that stage is not helpful as it is impractical to change it or take the feedback on board. If it's going to take the same amount of work as getting a whole paper through peer review, it needs to have the same impact, kudos etc for having gone through the process."	8	15	7	5	36		527		16	66	5	73	53	53	43	24	15	19	71	176	539		2020-12-03 12:05:41	T	F	20	20	0	0	1.07	15
739	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 11:49:30	2	T	F	F	F	F	F	F	T	F		1	1	80	1	F	F	F	F	F	F	F	F	F	F	F	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	2	4	1	F	F	F	F	F	F	T	F	F	F	F		F												5		4	T	T	F	T	T	"Nederlands trial register "	F	5	5	4	4	2	1	1	1	6	4	2	1	4	4	2	F	F	T	T	F	F		6	6	4	4	6	1	2	4	1	5	5	5	4	6	7	6	1	2	2		1		3	2										1	5	T	T	T	T	T	F		F	38	2	1	6		13	7	"Psychiatry"		10		1	1	F	T	F			45	13	5	24	159		9		52	57	21	65	24	46	35		12	12	72	27	678		2020-12-03 12:00:48	T	F	20	20	3	1	0.86	4
744	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 11:54:31	3	T	T	F	F	F	F	T	F	F		1	1	150	3	T	F	F	F	F	F	F	T	T	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	2	5	3	T	F	F	F	F	F	T	T	F	F	F		F												4		1	F	T	F	F	F		F	4	5	2	1	6	1	1	1	1	5	5	1	5	4	1	F	T	F	F	F	F		1	1	1	1	1	1	1	1	1	1	1	1	6	4	3	3	2	1	2		1		1	1	2		T	F	F	T	F		2	2	2	F	F	T	F	T	F		F	43	2	1	1		16	9			9		1	1	T	F	F			7	16	4	4	59		12		7	54	6	40	6	28	24	5	5	17	49	13	356		2020-12-03 12:00:27	T	F	20	20	3	1	1.78	46
745	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 11:54:34	2	T	T	F	F	F	F	F	F	F		1	2																																															1	F		F	F	F	T	F	F	F		5		1	F	T	F	F	F		F	2	5	5	1	6	1	1	1	5	1	5	2	1	1									5	2	4	4	2	1	3	1	4	4	4	1	6	4	1	4	4	1	2		1		3	2										1	3	T	F	T	F	T	F		F	39	2	1	6		14	9			6	"Independent Junior Research Group leader (~Assistant Professor level)"	1	2	T	T	F	"Germany"	"in the survey it was a bit unclear if data sharing refers to neurogimaging data only or in general (other data such as behavioral data). For instance i have much experience with data sharing but not with imaging data as this is much more complex. Also, I think a question was lacking about lack of confidence in how to interpret the jurdical bases for data sharing with respect to Imaging (risk of re-identification) and resulting requirements from this. thank you for setting this up."	38	6	3	10		6	19		7	205	5	96		92	30		13	12	105	145	663		2020-12-03 12:07:46	T	F	20	20	0	0	1.19	21
747	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 11:59:56	2	T	T	F	F	F	F	F	F	F		2	2																																															3	F		T	T	T	F	F	F	F		2	2	1	F	F	F	F	F		T	2	6	2	6	7	2	6	6	6	3	3	1	2	1									7	6	2	2	6	2	6	3	6	6	2	5	2	6	7	6	2	2	1		1		3	2										1	2	T	F	F	F	T	F		F	52	1	1	7	"Neuroscientist"	22	4			10		1	3	T	T	T			18	12	7	31		24	11	29	19	60	6	55		49	24		7	15	75	7	449		2020-12-03 12:07:25	T	F	20	20	4	1	1.09	11
749	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 12:03:40	3	T	T	F	F	F	F	T	F	F		1	1	60	1	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	T	F		F	2	5	1	F	F	F	F	F	F	F	F	F	F	F		T												5		2	T	F	T	F	F		F	5	5	2	7	6	1	6	2	5	1	1	2	4	2	2	T	T	F	F	F	F		6	1	1	1	7	2	6	1	4	1	1	1	2	7	7	7	4	1	3		1		2	1	1		T	F	F	F	F		3	2	1	F	F	F	F	T	F		F	42	1	1	6		15	9			9		2	3	T	T	T	"Cyprus"		12	10	5	26	56		10		42	71	27	70	52	53	28	12	10	8	58	13	563		2020-12-03 12:13:03	T	F	20	20	2	0	1.04	9
751	"~anonymous"		"OSQ_Serienmail"	"interview"	2020-12-03 12:15:10	2	T	T	F	F	F	F	F	F	F		1	2																																															3	F		T	T	T	F	F	F	F		4		1	F	F	F	F	F		T	3	4	5	3	5	2	5	5	3	4	5	1	3	4	1	F	F	T	F	F	F		6	6	5	5	5	3	5	5	5	3	3	6	4	5	6	7	3	2	1		1		1	2										2	2	T	T	F	F	F	F		F	37	2	1	6		11	9			9		1	2	T	T	F		"Publishing null-results and using thourough methods should become more popular instead of just increasing the publication list/impact factors. "	28	14	7	25		19	21		26	82	27	69	15	60	35		10	7	180	96	721		2020-12-03 12:27:11	T	F	20	20	2	1	0.83	4
